3.209201965e+02,6.193892332e-04
3.210282593e+02,1.607877435e-03
3.211363220e+02,2.582108718e-04
3.212443848e+02,-4.071177391e-04
3.213524780e+02,-6.162210484e-04
3.214605713e+02,-1.980144734e-04
3.215686340e+02,5.433516926e-04
3.216767578e+02,-1.319568371e-03
3.217848511e+02,-3.881083685e-04
3.218929749e+02,-1.790050737e-04
3.220010681e+02,1.246699132e-03
3.221091919e+02,3.532578121e-04
3.222173462e+02,1.075614593e-03
3.223254700e+02,8.712636918e-05
3.224336243e+02,-5.211741081e-04
3.225417786e+02,-6.494874833e-05
3.226499329e+02,6.764174323e-04
3.227580872e+02,-4.593935591e-05
3.228662415e+02,7.334455731e-04
3.229744263e+02,3.152390418e-04
3.230826111e+02,5.813704920e-04
3.231907959e+02,-9.964088676e-04
3.232990112e+02,8.712636918e-05
3.234071960e+02,-6.162210484e-04
3.235154114e+02,6.574080326e-04
3.236236267e+02,-6.542397896e-04
3.237318420e+02,-2.930614282e-04
3.238400879e+02,1.108881042e-05
3.239483032e+02,3.342484124e-04
3.240565491e+02,-1.091455808e-03
3.241647949e+02,-7.920578355e-06
3.242730713e+02,1.061357543e-04
3.243813171e+02,5.813704920e-04
3.244895935e+02,-4.593935591e-05
3.245978699e+02,1.094623934e-03
3.247061462e+02,-1.790050737e-04
3.248144226e+02,6.574080326e-04
3.249227295e+02,2.011827019e-04
3.250310059e+02,6.954268320e-04
3.251393127e+02,-5.021647085e-04
3.252476501e+02,-1.790050737e-04
3.253559570e+02,-1.281549688e-03
3.254642944e+02,1.821733167e-04
3.255726318e+02,-9.393806686e-04
3.256809692e+02,1.094623934e-03
3.257893066e+02,-4.451365385e-04
3.258976440e+02,3.532578121e-04
3.260060120e+02,-7.682961295e-04
3.261143799e+02,-4.261271388e-04
3.262227478e+02,-2.360332437e-04
3.263311157e+02,9.235395119e-04
3.264395142e+02,-7.920578355e-06
3.265479126e+02,1.322736614e-03
3.266562805e+02,1.588868094e-03
3.267647095e+02,-6.542397896e-04
3.268731079e+02,-4.261271388e-04
3.269815369e+02,-7.112679887e-04
3.270899353e+02,-2.550426289e-04
3.271983643e+02,8.094831719e-04
3.273068237e+02,-1.053437009e-03
3.274152527e+02,2.201920870e-04
3.275237122e+02,2.140140394e-03
3.276321716e+02,3.912765824e-04
3.277406311e+02,-7.682961295e-04
3.278490906e+02,-3.881083685e-04
3.279575500e+02,-2.550426289e-04
3.280660400e+02,8.712636918e-05
3.281745300e+02,-1.790050737e-04
3.282830200e+02,1.061357543e-04
3.283915100e+02,-2.930614282e-04
3.285000305e+02,7.714643725e-04
3.286085510e+02,4.292953818e-04
3.287170715e+02,1.740943175e-03
3.288255920e+02,1.303727273e-03
3.289341125e+02,9.235395119e-04
3.290426636e+02,-4.451365385e-04
3.291512146e+02,1.702924492e-03
3.292597656e+02,8.712636918e-05
3.293683167e+02,3.912765824e-04
3.294768677e+02,8.855207125e-04
3.295854492e+02,-2.692996713e-05
3.296940308e+02,1.303727273e-03
3.298026123e+02,-4.641459091e-04
3.299111938e+02,-1.148483949e-03
3.300197754e+02,1.531839953e-03
3.301283875e+02,3.532578121e-04
3.302369995e+02,2.392014721e-04
3.303456116e+02,5.433516926e-04
3.304542236e+02,6.574080326e-04
3.305628662e+02,1.455802354e-03
3.306715088e+02,4.673141520e-04
3.307801514e+02,-1.110465149e-03
3.308887939e+02,-5.021647085e-04
3.309974365e+02,-1.186502748e-03
3.311061096e+02,-1.790050737e-04
3.312147827e+02,-1.790050737e-04
3.313234558e+02,3.722672118e-04
3.314321289e+02,6.383986329e-04
3.315408020e+02,-2.360332437e-04
3.316495056e+02,-5.211741081e-04
3.317582092e+02,6.383986329e-04
3.318669128e+02,4.673141520e-04
3.319756165e+02,5.053329514e-04
3.320843201e+02,1.360755414e-03
3.321930542e+02,6.003798917e-04
3.323017883e+02,6.003798917e-04
3.324105225e+02,2.273206133e-03
3.325192566e+02,5.433516926e-04
3.326280212e+02,-9.773994097e-04
3.327367554e+02,-4.831553088e-04
3.328455200e+02,8.475019131e-04
3.329542847e+02,4.102859821e-04
3.330630798e+02,1.360755414e-03
3.331718445e+02,1.108881042e-05
3.332806396e+02,1.094623934e-03
3.333894348e+02,-8.633430698e-04
3.334982300e+02,9.615582530e-04
3.336070251e+02,3.009819920e-05
3.337158508e+02,2.292215591e-03
3.338246765e+02,1.398774213e-03
3.339335022e+02,-3.120707988e-04
3.340423279e+02,-7.302773884e-04
3.341511536e+02,8.665113128e-04
3.342600098e+02,1.061357543e-04
3.343688660e+02,6.954268320e-04
3.344777222e+02,1.379764872e-03
3.345865784e+02,2.772202715e-04
3.346954346e+02,-1.599956886e-04
3.348043213e+02,2.392014721e-04
3.349132080e+02,1.441545319e-04
3.350220947e+02,-4.451365385e-04
3.351309814e+02,7.144362316e-04
3.352398987e+02,1.151652192e-03
3.353487854e+02,-4.071177391e-04
3.354577026e+02,1.251451467e-04
3.355666199e+02,-8.443336701e-04
3.356755676e+02,4.910758798e-05
3.357844849e+02,-1.599956886e-04
3.358934326e+02,3.009819920e-05
3.360023804e+02,-6.542397896e-04
3.361113281e+02,1.108881042e-05
3.362202759e+02,-2.170238586e-04
3.363292542e+02,1.303727273e-03
3.364382019e+02,3.912765824e-04
3.365471802e+02,1.821733167e-04
3.366561584e+02,1.108881042e-05
3.367651672e+02,-1.980144734e-04
3.368741455e+02,6.574080326e-04
3.369831543e+02,6.003798917e-04
3.370921631e+02,-2.692996713e-05
3.372011719e+02,2.962296421e-04
3.373102112e+02,6.811697676e-05
3.374192200e+02,-2.930614282e-04
3.375282593e+02,-3.690989688e-04
3.376372986e+02,1.265708474e-03
3.377463379e+02,-1.219769110e-04
3.378554077e+02,2.962296421e-04
3.379644470e+02,-9.583900101e-04
3.380735168e+02,-2.692996713e-05
3.381825867e+02,3.152390418e-04
3.382916565e+02,5.243422929e-04
3.384007568e+02,1.151652192e-03
3.385098267e+02,3.912765824e-04
3.386189270e+02,6.811697676e-05
3.387280273e+02,-1.219769110e-04
3.388371277e+02,-6.542397896e-04
3.389462585e+02,2.615375211e-03
3.390553894e+02,3.009819920e-05
3.391644897e+02,1.512830495e-03
3.392736206e+02,1.721933833e-03
3.393827820e+02,2.011827019e-04
3.394919128e+02,-1.737774932e-03
3.396010742e+02,9.045301122e-04
3.397102356e+02,6.954268320e-04
3.398193970e+02,-5.591928493e-04
3.399285583e+02,1.778961974e-03
3.400377502e+02,-5.401834496e-04
3.401469116e+02,-2.170238586e-04
3.402561035e+02,2.201920870e-04
3.403652954e+02,-1.129474491e-03
3.404745178e+02,-1.599956886e-04
3.405837097e+02,-7.112679887e-04
3.406929321e+02,-4.261271388e-04
3.408021545e+02,-3.881083685e-04
3.409113770e+02,1.683915034e-03
3.410205994e+02,-8.443336701e-04
3.411298523e+02,-1.409863034e-04
3.412390747e+02,-1.029675259e-04
3.413483276e+02,6.383986329e-04
3.414576111e+02,-1.219769110e-04
3.415668640e+02,3.009819920e-05
3.416761169e+02,1.251451467e-04
3.417854004e+02,-3.690989688e-04
3.418946838e+02,-3.310801985e-04
3.420039673e+02,-5.211741081e-04
3.421132812e+02,-1.029675259e-04
3.422225647e+02,4.292953818e-04
3.423318787e+02,2.582108718e-04
3.424411926e+02,1.512830495e-03
3.425505066e+02,2.772202715e-04
3.426598206e+02,7.904737722e-04
3.427691650e+02,-5.401834496e-04
3.428785095e+02,1.113633392e-03
3.429878540e+02,1.056605252e-03
3.430971985e+02,5.813704920e-04
3.432065430e+02,-1.790050737e-04
3.433159180e+02,3.009819920e-05
3.434252930e+02,3.722672118e-04
3.435346680e+02,1.531839953e-03
3.436440430e+02,-2.360332437e-04
3.437534180e+02,6.954268320e-04
3.438628235e+02,1.645896235e-03
3.439722290e+02,7.144362316e-04
3.440816345e+02,-3.690989688e-04
3.441910400e+02,1.816980774e-03
3.443004456e+02,-2.740520285e-04
3.444098816e+02,1.061357543e-04
3.445193176e+02,-7.873055292e-04
3.446287537e+02,2.520328155e-03
3.447381897e+02,-8.395813347e-05
3.448476257e+02,-7.920578355e-06
3.449570923e+02,1.821733167e-04
3.450665588e+02,1.251451467e-04
3.451760254e+02,-1.471643569e-03
3.452854919e+02,-8.443336701e-04
3.453949585e+02,1.265708474e-03
3.455044556e+02,3.546835156e-03
3.456139526e+02,2.235187218e-03
3.457234497e+02,1.227689674e-03
3.458329468e+02,1.208680333e-03
3.459424438e+02,1.170661533e-03
3.460519714e+02,1.379764872e-03
3.461614990e+02,2.425281331e-03
3.462710266e+02,3.152390418e-04
3.463805542e+02,2.444290556e-03
3.464900818e+02,-1.433624770e-03
3.465996399e+02,4.673141520e-04
3.467091980e+02,6.811697676e-05
3.468187561e+02,1.037595794e-03
3.469283142e+02,-1.790050737e-04
3.470379028e+02,1.588868094e-03
3.471474609e+02,1.246699132e-03
3.472570496e+02,1.588868094e-03
3.473666382e+02,2.976553515e-03
3.474762268e+02,6.574080326e-04
3.475858459e+02,1.797971432e-03
3.476954346e+02,9.235395119e-04
3.478050537e+02,1.398774213e-03
3.479146729e+02,3.071600338e-03
3.480242920e+02,7.714643725e-04
3.481339417e+02,5.433516926e-04
3.482435608e+02,4.863235226e-04
3.483532104e+02,5.243422929e-04
3.484628601e+02,3.342484124e-04
3.485725098e+02,-4.261271388e-04
3.486821899e+02,5.053329514e-04
3.487918396e+02,3.722672118e-04
3.489015198e+02,-4.831553088e-04
3.490112000e+02,2.201920870e-04
3.491208801e+02,-4.451365385e-04
3.492305908e+02,1.441545319e-04
3.493402710e+02,1.664905692e-03
3.494499817e+02,9.995769942e-04
3.495596924e+02,1.037595794e-03
3.496694031e+02,1.208680333e-03
